번호;영어단어;테마;품사1;의미1;예시문1;품사2;의미2;예시문2;품사3;의미3;예시문3;새 테마
1052;notify;일상 및 여가 생활;동;통보하다;The school will notify parents of any changes to the schedule.;;;;;;;국제 및 지역
1053;animate;문화와 예술;동;생명을 주다;The artist animated the characters with skill and precision.;;;;;;;국제 및 지역
1054;prevent;건강과 의료;동;예방하다;Regular exercise can help prevent many diseases.;;;;;;;국제 및 지역
1055;bilingual;일상 및 여가 생활;형;2개 국어의;She is fluent in both English and French; making her bilingual.;;;;;;국제 및 지역
1056;mischief;일상 및 여가 생활;명;나쁜 짓;The children got into mischief when left unsupervised.;;;;;;;국제 및 지역
1057;discriminate;정치, 법률 및 사회;동;차별하다;It is illegal to discriminate against someone based on their race or religion.;;;;;;;국제 및 지역
1058;exemplify;일상 및 여가 생활;동;모범이 되다;His dedication to his work exemplified the company's values.;;;;;;;국제 및 지역
1059;adhere;일상 및 여가 생활;동;고수하다;It's important to adhere to the principles of honesty and integrity.;;;;;;;국제 및 지역
1060;judge;음식과 요리;동;판단하다;She will judge the competition based on creativity and originality.;;;;;;;국제 및 지역
1061;peculiar;일상 및 여가 생활;형;독특한;His peculiar behavior often puzzled his colleagues.;;;;;;;국제 및 지역
1062;sake;일상 및 여가 생활;명;위함;He sacrificed his own sake for the sake of others.;;;;;;;국제 및 지역
1063;choke;음식과 요리;동;질식시키다;The thick smoke made it difficult to breathe and threatened to choke him.;;;;;;;국제 및 지역
1064;folktale;문화와 예술;명;민담;Folktales are traditional stories passed down through generations.;;;;;;;국제 및 지역
1065;simultaneously;일상 및 여가 생활;부;동시에;The two events happened simultaneously; causing confusion among the audience.;;;;;;국제 및 지역
1066;range;일상 및 여가 생활;명;범위;The store offers a wide range of products to suit every customer's needs.;;;;;;;국제 및 지역
1067;groom;일상 및 여가 생활;동;양육하다;She spent hours grooming her horse for the competition.;;;;;;;국제 및 지역
1068;supernatural;일상 및 여가 생활;형;초자연적인;The supernatural elements in the story added an air of mystery and intrigue.;;;;;;;국제 및 지역
1069;tender;음식과 요리;형;부드러운;The meat was so tender that it melted in your mouth.;;;;;;;국제 및 지역
1070;instinct;일상 및 여가 생활;명;본능;His instinct told him that something was wrong.;;;;;;;국제 및 지역
1071;gigantic;일상 및 여가 생활;형;거대한;The construction project involved moving gigantic boulders.;;;;;;;국제 및 지역
1072;meditate;일상 및 여가 생활;동;명상하다;He liked to meditate in the quiet solitude of the forest.;;;;;;;국제 및 지역
1073;mow;정치, 법률 및 사회;동;베다;He mowed the lawn every Sunday morning.;;;;;;;국제 및 지역
1074;evolve;일상 및 여가 생활;동;진화하다;Over time; plants and animals evolve to adapt to their environment.;;;;;;국제 및 지역
1075;chase;일상 및 여가 생활;동;추격하다;The police chased the suspect through the narrow streets of the city.;;;;;;;국제 및 지역
1076;afflict;일상 및 여가 생활;동;괴롭히다;The disease afflicts millions of people around the world.;;;;;;;인간과 사회
1077;literate;문화와 예술;형;글을 읽고 쓸 수 있는;In today's society; it's essential to be literate to succeed in life.;;;;;;국제 및 지역
1078;coherent;일상 및 여가 생활;형;일관성 있는;His argument was logical and coherent.;;;;;;;국제 및 지역
1079;intolerable;음식과 요리;형;참을 수 없는;The heat in the room was intolerable.;;;;;;;국제 및 지역
1080;fountain;일상 및 여가 생활;명;분수;The fountain in the park was a popular spot for tourists to take photos.;;;;;;;국제 및 지역
1081;bold;일상 및 여가 생활;형;대담한;She made a bold decision to quit her job and travel the world.;;;;;;;국제 및 지역
1082;compliment;일상 및 여가 생활;동;칭찬하다;She complimented him on his excellent presentation.;명;칭찬;Receiving a compliment from her boss made his day.;;;;국제 및 지역
1083;summit;일상 및 여가 생활;명;정상;They reached the summit of the mountain just as the sun began to rise.;;;;;;;국제 및 지역
1084;troop;일상 및 여가 생활;명;군대;The troops marched in formation down the street.;;;;;;;국제 및 지역
1085;alter;일상 및 여가 생활;동;변경하다;They decided to alter the original plan to accommodate the new requirements.;;;;;;;국제 및 지역
1086;conceive;일상 및 여가 생활;동;상상하다;The idea for the novel was conceived during a long train journey.;;;;;;;국제 및 지역
1087;durability;일상 및 여가 생활;명;내구성;The durability of the product is one of its key selling points.;;;;;;;국제 및 지역
1088;destroy;문화와 예술;동;파괴하다;The earthquake destroyed many buildings in the city.;;;;;;;국제 및 지역
1089;shallow;일상 및 여가 생활;형;얕은;The pond was so shallow that you could see the bottom.;;;;;;;국제 및 지역
1090;face;일상 및 여가 생활;명;얼굴;Her face lit up with joy when she saw him.;동;직면하다;He had to face the consequences of his actions.;;;;국제 및 지역
1091;promote;일상 및 여가 생활;동;촉진하다;The company promoted him to a higher position.;;;;;;;국제 및 지역
1092;weep;일상 및 여가 생활;동;울다;She wept tears of joy at the news of her sister's recovery.;;;;;;;국제 및 지역
1093;grasp;일상 및 여가 생활;동;이해하다;She couldn't quite grasp the concept of quantum physics.;;;;;;;국제 및 지역
1094;overall;일상 및 여가 생활;형;전반적인;His overall performance was satisfactory.;;;;;;;국제 및 지역
1095;superstition;일상 및 여가 생활;명;미신;Superstitions are beliefs based on irrational fears.;;;;;;;국제 및 지역
1096;colony;일상 및 여가 생활;명;식민지;The British established a colony in the New World.;;;;;;;국제 및 지역
1097;absurd;문화와 예술;형;터무니없는;The idea that the Earth is flat is absurd.;;;;;;;국제 및 지역
1098;dormitory;교육과 학습;명;기숙사;The students gathered in the dormitory to study together.;;;;;;;국제 및 지역
1099;conduct;일상 및 여가 생활;동;행동하다;He conducted himself with dignity at all times.;명;행위;The scientist's conduct during the experiment was professional.;;;;국제 및 지역
1100;prone;일상 및 여가 생활;형;~하는 경향이 있는;She's prone to getting sunburned easily.;;;;;;;국제 및 지역
1101;conceal;일상 및 여가 생활;동;숨기다;They tried to conceal their laughter during the serious meeting.;;;;;;;국제 및 지역
1102;retreat;음식과 요리;동;후퇴하다;The army was forced to retreat in the face of overwhelming enemy forces.;명;후퇴;The mountain retreat offered a peaceful escape from city life.;;;;국제 및 지역
1103;compulsive;일상 및 여가 생활;형;강제적인, 강박의;Compulsive behavior often requires professional intervention to address effectively.;;;;;;;국제 및 지역
1104;clinic;일상 및 여가 생활;명;전문 병원;She visited the clinic for her regular check-up.;;;;;;;국제 및 지역
1105;banner;스포츠;명;현수막;The banner displayed the company's logo and slogan.;;;;;;;국제 및 지역
1106;formulate;일상 및 여가 생활;동;만들어내다;The scientist formulated a new theory to explain the phenomenon.;;;;;;;국제 및 지역
1107;vow;일상 및 여가 생활;명;맹세;They exchanged vows in front of their friends and family at the wedding.;;;;;;;국제 및 지역
1108;malnutrition;건강과 의료;명;영양실조;Children in developing countries often suffer from malnutrition due to lack of access to proper food and healthcare.;;;;;;;국제 및 지역
1109;relate;과학과 기술;동;관련시키다;The professor related the new research findings to previous studies in the field.;;;;;;;국제 및 지역
1110;undergo;일상 및 여가 생활;동;겪다;She underwent surgery to repair the damage to her knee.;;;;;;;국제 및 지역
1111;boast;일상 및 여가 생활;동;자랑하다;He boasted about his achievements at work.;;;;;;;국제 및 지역
1112;neutral;일상 및 여가 생활;형;중립의;The judge remained neutral throughout the trial.;;;;;;;국제 및 지역
1113;stain;일상 및 여가 생활;명;얼룩;The red wine left a stain on the carpet.;;;;;;;국제 및 지역
1114;incentive;일상 및 여가 생활;명;장려책;The company offers incentives for employees who meet their targets.;;;;;;;국제 및 지역
1115;float;일상 및 여가 생활;동;뜨다;The boat floated peacefully on the calm waters of the lake.;;;;;;;국제 및 지역
1116;tendency;일상 및 여가 생활;명;경향;She has a tendency to procrastinate when faced with difficult tasks.;;;;;;;국제 및 지역
1117;applause;일상 및 여가 생활;명;박수갈채;The performance received a standing ovation and thunderous applause from the audience.;;;;;;;국제 및 지역
1118;wrestle;일상 및 여가 생활;동;싸우다;The two wrestlers wrestled fiercely for the championship title.;;;;;;;국제 및 지역
1119;sensation;음식과 요리;명;감각;The warm sunlight on her skin created a pleasant sensation.;;;;;;;국제 및 지역
1120;Confucian;문화와 예술;형;유교의;In Confucian tradition, 60th birthdays are particularly significant.;;;;;;;국제 및 지역
1121;diameter;일상 및 여가 생활;명;지름;The diameter of the circle is twice the length of its radius.;;;;;;;국제 및 지역
1122;ultrasound;건강과 의료;명;초음파;Doctors use ultrasound to monitor the development of the fetus during pregnancy.;;;;;;;국제 및 지역
1123;propriety;일상 및 여가 생활;명;적절성;He conducted himself with propriety at the formal dinner.;;;;;;;국제 및 지역
1124;anecdote;문화와 예술;명;일화;She shared an amusing anecdote from her childhood at the party.;;;;;;;국제 및 지역
1125;shrub;일상 및 여가 생활;명;관목;The garden was filled with colorful shrubs and flowers.;;;;;;;국제 및 지역
1126;pledge;일상 및 여가 생활;명;서약;They made a pledge to support each other through thick and thin.;;;;;;;국제 및 지역
1127;cost;일상 및 여가 생활;명;가격;The cost of living in the city is much higher than in rural areas.;;;;;;;국제 및 지역
